,imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
381,tt0205461,0.0,/c4uxjS8iAiNwKzFG2SGBmS0EDlp.jpg,,19000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,16110.0,en,Thomas and the Magic Railroad,"Mr. Conductor's supply of magic gold dust, which allows him to travel between Shining Time and Thomas's island, is critically low. Unfortunately, he doesn't know how to get more. Meanwhile, Thomas is fending off attacks by the nasty diesel engines. Getting more gold dust will require help from Mr. C's slacker cousin, his new friend Lily and her morose grandfather, plus the secret engine.",12.05,/aPEJ36e8a7gLu28KVfsGDQdmruk.jpg,"[{'id': 769, 'logo_path': '/j8zjbr6CzgiOj4kdtkTkwjdn0b3.png', 'name': 'Destination Films', 'origin_country': 'US'}, {'id': 2268, 'logo_path': '/wgDks2qYgwN6u1OkW1bBre0rf4F.png', 'name': 'Isle of Man Film', 'origin_country': 'GB'}, {'id': 37618, 'logo_path': None, 'name': 'Britt Allcroft Productions', 'origin_country': ''}, {'id': 141476, 'logo_path': None, 'name': 'Gullane Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-07-14,19748009.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Little Engines CAN Do Big Things...,Thomas and the Magic Railroad,0.0,5.392,60.0,G
386,tt0205936,0.0,,,500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,54584.0,en,Five Seconds to Spare,"A young musician travels to London in pursuit of his dreams, but winds up the sole witness to a bizarre murder.",0.732,/aL8HWnaYUiBQg07V4yUrKmjP7xs.jpg,[],[],2000-10-30,0.0,99.0,[],Released,,Five Seconds to Spare,0.0,4.6,3.0,
390,tt0206226,0.0,/gz0OkZ2f6h0yXG2tZgD8kamv9Se.jpg,,1500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,27723.0,en,Psycho Beach Party,Chicklet is a sixteen-year old tomboy who's desperate to be part of the in-crowd of Malibu beach surfers. She's the typical American girl - except for one little problem: her personality is split into more slices than a pepperoni pizza.,8.041,/28mzKFDyVzMVx9nhDrJQ3G2H7It.jpg,"[{'id': 7055, 'logo_path': None, 'name': 'New Oz Productions', 'origin_country': ''}, {'id': 7056, 'logo_path': None, 'name': 'Red Horse Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-08-06,268117.0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Party till you drop. Dead.,Psycho Beach Party,0.0,5.85,70.0,NR
391,tt0206420,0.0,/fKcnrb49Pp6BJarmF0965ysBIsw.jpg,,8000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",,14629.0,en,Woman on Top,"Set to the intoxicating rhythms of Brazil, ""Woman on Top"" is a spicy, sexy comedy about the magic of food, love and music. Meet Isabella, a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere. When she decides to break free from her rocky marriage and the stifling kitchen of her husband's restaurant in Brazil, she spirits off to San Francisco in pursuit of her dreams of a real culinary career.",9.501,/7SGpW51PI09uG8WxKQn8K5PEJDn.jpg,"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-09-22,0.0,92.0,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Want to know how she got there?,Woman on Top,0.0,6.3,209.0,R
396,tt0206917,0.0,/h3TPeRdS4EPTaq1CkqgaCQYKJuK.jpg,,20170000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10752, 'name': 'War'}]",,29572.0,en,The Man Who Cried,A young refugee travels from Russia to America in search of her lost father and falls in love with a gypsy horseman.,10.105,/jaiCqTukSGXFw89GI8v4HPjjjI4.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 36765, 'logo_path': None, 'name': 'Adventure Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2000-08-29,1800000.0,96.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Romanian', 'iso_639_1': 'ro', 'name': 'Română'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Yiddish', 'iso_639_1': 'yi', 'name': ''}]",Released,,The Man Who Cried,0.0,6.051,196.0,
401,tt0207201,0.0,/xXHtSqFx8mLjzNGX9oCKQEx2yTa.jpg,,70000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,3981.0,en,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",24.045,/n5NOxrcgeiCxvEn47FG9bvlHNsV.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 152, 'logo_path': '/ttbRwgVW7EoVOS4Af7MnyxFM0FM.png', 'name': 'Icon Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-12-15,374111707.0,127.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,0.0,6.418,3429.0,PG-13
405,tt0207524,0.0,/wmBht7UNgVJvDgdMn54svzhQ78I.jpg,,7300000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,13791.0,en,How to Kill Your Neighbor's Dog,"The story of Peter McGowan, a chain-smoking, impotent, insomniac playwright who lives in Los Angeles. Once very successful, he is now in the tenth year of a decade-long string of production failures. He finds himself bonding with a new neighbor's lonely young daughter who has mild cerebral palsy; and during one of his middle-of-the-night strolls, he encounters his oddball doppelgänger.",5.845,/6SnhJrYar2gedIdyIqlLwagBmCr.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-02-22,0.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,How to Kill Your Neighbor's Dog,0.0,6.049,51.0,R
409,tt0208003,0.0,/ynaBwoO2QS0iOwpanwX0RKVLPKy.jpg,"{'id': 44979, 'name': ""Big Momma's House Collection"", 'poster_path': '/nudrKU6mwJOMtZIIyr2fKO1NcDt.jpg', 'backdrop_path': '/G6JKl9hOeErWUw6fO7PAfBOzAn.jpg'}",30000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",,9600.0,en,Big Momma's House,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",21.138,/5YoSFqpTz5qIxsX61CPMGKONQIY.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 508, 'logo_path': '/7cxRWzi4LsVm4Utfpr1hfARNurT.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-05-31,173959438.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This FBI agent is going undercover... and he's concealing more than a weapon.,Big Momma's House,0.0,5.805,2008.0,PG-13
413,tt0208092,0.0,/ysKahAEPP8h6MInuLjr0xuZOTjh.jpg,,10000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",,107.0,en,Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",31.039,/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 13419, 'logo_path': None, 'name': 'SKA Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-09-01,83557872.0,103.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Stealin' stones and breakin' bones.,Snatch,0.0,7.798,7825.0,R
414,tt0208196,0.0,/vxCkjTricIjiSlBCBuzlIOFYisP.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,22230.0,en,Happy Accidents,"A comedy that pays tribute to the science fiction genre -- specifically, the sub-genre of time travel. But here the alternate reality is contemporary New York City where past and future experiences of trust, commitment and denial are cleverly put to the test. Just as Ruby is beginning to relish her first-ever healthy relationship, Sam begins muttering about being a time traveler from the year 2470.",5.991,/ihDJpDbKpVjxx9bzo9i6MdhS5dm.jpg,"[{'id': 4059, 'logo_path': None, 'name': 'Independent Film Channel', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-01-25,688510.0,110.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes the future is better than it used to be.,Happy Accidents,0.0,6.8,101.0,R
418,tt0208874,0.0,/9Ozm2xSLu292GTo06JJrlkGGDfq.jpg,,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,6521.0,en,The Contender,"The vice president is dead, and as the president makes his choice for a replacement, a secret contest of wills is being waged by a formidable rival. When Senator Laine Hanson is nominated as the first woman in history to hold the office, hidden agendas explode into a battle for power.",9.213,/duRe0F2GYHIDvqe2bqIAMP4gWeP.jpg,"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 995, 'logo_path': None, 'name': 'Cinerenta Medienbeteiligungs KG', 'origin_country': 'DE'}, {'id': 2108, 'logo_path': None, 'name': 'Battleplan Productions', 'origin_country': 'US'}, {'id': 5507, 'logo_path': None, 'name': 'SE8 Group', 'origin_country': 'US'}, {'id': 107254, 'logo_path': None, 'name': 'Cinecontender Internationale', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-10-13,22428990.0,126.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Sometimes you can assassinate a leader without firing a shot.,The Contender,0.0,6.7,197.0,R
